STATION_CODE,STATION_NAME,DIVISION,ZONE,DISTRICT,STATE,WORKING HOURS FROM,WORKING HOURS TO,TERMINAL TYPE,AVG. RAKES HANDLING,LINE COUNT,HANDLING TYPE,WAREHOUSE_AVAILABLE (YES/NO),OWNER,ASSOCIATED WEIGHBRIDGE,ALTERNATE WEIGHBRIDGE,TANK HANDLING (YES/NO),LATITUDE,LONGITUDE
CMNR,CHAMRAJANAGAR,MYS,SW,CHAMARAJANAGARA,KARNATAKA,06:00,22:00,GOODS-SHED,5.8,3.0,MANUAL,N,IR,,,N,11.93514167,76.93225
CTA,CHITRADURG,MYS,SW,CHITRADURGA,KARNATAKA,06:00,22:00,CRT,6.7,3.0,MANUAL,N,IR,CTA,,N,14.23100667,76.38624833
GCCK,GATI SHAKTI CARGO TERMINAL OF CONTAINER CORP OF INDIA LTD,MYS,SW,MYSURU,KARNATAKA,06:00,22:00,PRVT-SDNG,5.9,,,,,,,,12.19073167,76.66370333
HAS,HASSAN JN.,MYS,SW,HASSAN,KARNATAKA,06:00,22:00,GOODS-SHED,9.4,6.0,MANUAL,N,IR,,,Y,13.00324,76.11733833
HPCH,M/S HINDUSTAN PETROLEUM CORPORATION LTD. SDG  SRV HAS,MYS,SW,HASSAN,KARNATAKA,06:00,22:00,PRVT-SDNG,4.5,3.0,MECHANICAL,N,HPCH,,,Y,13.003052,76.117229
HPHI,HARAPANAHALLI,MYS,SW,DAVANGERE,KARNATAKA,00:00,00:00,GOODS-SHED,2.7,5.0,MECHANICAL,N,IR,,,N,14.77351667,75.98522167
HVR,HAVERI,MYS,SW,HAVERI,KARNATAKA,06:00,22:00,GOODS-SHED,6.4,3.0,MANUAL,N,IR,,,N,14.79495667,75.41121833
IOSM,"INDIAN OIL CORPN. SDG, MYSORE NEW GOODS TERMINAL, MOGA",MYS,SW,MYSURU,KARNATAKA,06:00,22:00,PRVT-SDNG,4.0,2.0,MECHANICAL,N,IR,,,Y,12.338954,76.642942
KDO,KADAKOLA,MYS,SW,MYSURU,KARNATAKA,06:00,22:00,GOODS-SHED,7.2,3.0,MECHANICAL,N,IR,,,N,12.19073167,76.66370333
KMPS,"KUMARA PATNAM BG SDG FOR GRASIM INDUSTRY LTD. UNIT,  HARIHAR",MYS,SW,HAVERI,KARNATAKA,06:00,22:00,PRVT-SDNG,9.8,1.0,MECHANICAL,N,GRAS,,,N,14.52467,75.78412167
MMEC,"/S, MINERAL ENTERPRISES LTD.",MYS,SW,CHITRADURGA,KARNATAKA,,,PRVT-SDNG,1.2,4.0,MECHANICAL,N,MEL,MMEC,,N,14.125922,76.138515
MNGT,MYSURU NEW GOODS TERMINAL,MYS,SW,MYSURU,KARNATAKA,06:00,22:00,CRT,9.9,6.0,MANUAL,Y,IR,,,Y,12.34373333,76.64314333
NTW,NANJANGUD TOWN,MYS,SW,MYSURU,KARNATAKA,06:00,22:00,CRT,3.5,3.0,MANUAL,N,IR,,,N,12.12205833,76.684125
RNR,RANIBENNUR,MYS,SW,HAVERI,KARNATAKA,06:00,22:00,GOODS-SHED,8.4,3.0,MANUAL,N,IR,,,N,14.62587333,75.63603333
SKLR,SAKLESHPUR,MYS,SW,HASSAN,KARNATAKA,06:00,22:00,GOODS-SHED,3.6,5.0,MECHANICAL,N,IR,,,N,12.94554333,75.77897
SLU,SASALU,MYS,SW,CHITRADURGA,KARNATAKA,06:00,22:00,GOODS-SHED,3.7,5.0,MECHANICAL,N,IR,SLU,,N,14.21108833,76.11473333
SMET,SHIVAMOGGA TOWN,MYS,SW,SHIVAMOGGA,KARNATAKA,06:00,22:00,GOODS-SHED,4.3,5.0,MANUAL,N,IR,,,N,13.94385167,75.58374833
TLGI,TELIGI,MYS,SW,DAVANGERE,KARNATAKA,00:00,00:00,GOODS-SHED,10.0,4.0,MECHANICAL,N,IR,,,N,14.65943667,75.897985
VIS,"VISVESH WARAYA IRON AND STEEL CO. LTD. SDG, BHADRAVATI",MYS,SW,SHIVAMOGGA,KARNATAKA,06:00,22:00,PRVT-SDNG,9.5,1.0,MANUAL,N,VISP,,,N,13.8423987,75.702802
BBSD,"BIRLA SUPER BULK TERMINAL SDG, DODBALLAPUR",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,9.2,,BOTH,Y,BCRL,,,N,13.27921,77.55043
BID,BIDADI,SBC,SW,RAMANAGARA,KARNATAKA,06:00,22:00,GOODS-SHED,4.8,,BOTH,N,IR,,,N,12.80051,77.39034667
BMCO,M/S BALAJI MOVERS AND SIDING PVT LTD OF GCTO,SBC,SW,BENGALURU RURAL,KARNATAKA,,,PRVT-SDNG,9.8,,,,,,,,13.34608667,77.54130167
BWT,BANGARPET JN.,SBC,SW,KOLAR,KARNATAKA,06:00,22:00,CRT,8.4,,BOTH,N,IR,,,N,12.98477333,78.17909833
CSAS,"STEEL AUTHORITY OF INDIA SDG, CHANNASANDRA",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,6.9,,BOTH,Y,SAIL,,,N,13.011875,77.663255
DBU,DODBALLAPUR,SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,CRT,3.1,,BOTH,N,IR,,,N,13.28005333,77.55089
DHL,DEVANHALLI,SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,GOODS-SHED,8.2,,BOTH,N,IR,,,N,13.24761306,77.70534194
DKN,DEVAN GONTHI,SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,CRT,1.4,,BOTH,N,IR,,,Y,12.98544333,77.83128833
DKNG,"INDIAN OIL CORP. LTD. (LPG) SIDING, DEVAN GONTHI",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,6.3,,MECHANICAL,Y,IOC,,,Y,12.985657,77.831097
DKNS,"OIL TERMINAL SDG FOR IOC, BPC AND HPC, DEVAN GONTHI",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,1.2,,BOTH,Y,IOC,,,Y,12.985657,77.831097
DPE,DEVARAPALLI,SBC,SW,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.3,,,,,,,,13.72327667,77.51216667
DPJ,DHARMAPURI,SBC,SW,DHARMAPURI,TAMIL NADU,06:00,22:00,GOODS-SHED,1.7,,BOTH,N,IR,,,N,12.12587111,78.15414111
HGTS,M/S HPCL-GATI SHAKTI MULTI-MODAL CARGO TERMINAL SRVD BY SZV,SBC,SW,DHARMAPURI,TAMIL NADU,06:00,22:00,PRVT-SDNG,3.7,,,,,,,,12.03958111,78.11856194
HISE,HIRISAVE,SBC,SW,HASSAN,KARNATAKA,06:00,22:00,GOODS-SHED,8.6,,BOTH,N,IR,,,N,12.94692583,76.57455194
HLE,HEELALIGE,SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,GOODS-SHED,4.0,,,,,,,,12.81319194,77.71123306
HSRA,HOSUR,SBC,SW,KRISHNAGIRI,TAMIL NADU,06:00,22:00,CRT,7.0,,BOTH,N,IR,,,N,12.718215,77.82305194
ICDW,INLAND CONTAINER DEPOT SERVED BY SGWF,SBC,SW,BENGALURU URBAN,KARNATAKA,,,PRVT-SDNG,6.6,,BOTH,Y,CONR,,,N,12.99446083,77.74518694
KDAG,KYATSANDRA GOODS,SBC,SW,TUMAKURU,KARNATAKA,,,CRT,6.5,,BOTH,N,IR,,,N,13.313905,77.15230389
KJMS,"FOOD CORPORATION OF INDIA GRAIN GODOWN SDG, KRISHNARAJAPURAM",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,5.7,,MANUAL,Y,FCI,,,N,13.000544,77.674026
KPN,KUPPAM,SBC,SW,CHITTOOR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.3,,BOTH,N,IR,,,N,12.74676167,78.34091333
MAAM,M/S ADANI AGRI LOGISTICS LTD. PVT. SIDING SERVED BY MALUR,SBC,SW,KOLAR,KARNATAKA,06:00,22:00,PRVT-SDNG,7.5,,BOTH,Y,ADIL,,,N,12.992348,77.940273
MAD,MADDUR,SBC,SW,MANDYA,KARNATAKA,06:00,22:00,CRT,7.0,,BOTH,N,IR,,,N,12.60445667,77.04929833
MAPT,M/S ACC LIMITED PRIVATE SIDING SERVED BY THONDEBHAVI STATION,SBC,SW,CHIKKABALLAPURA,KARNATAKA,,,PRVT-SDNG,1.8,,BOTH,N,ACC,,,N,13.503483,77.514553
MYA,MANDYA,SBC,SW,MANDYA,KARNATAKA,06:00,22:00,GOODS-SHED,6.0,,BOTH,N,IR,,,N,12.52907833,76.89668333
NDV,NIDVANDA,SBC,SW,BENGALURU RURAL,KARNATAKA,06:00,22:00,GOODS-SHED,9.5,,BOTH,N,IR,,,N,13.24496694,77.27298389
PDLM,M/S DISTRIBUTION LOGISTICS INFRASTRUCTURE LIMITED,SBC,SW,KOLAR,KARNATAKA,06:00,22:00,PRVT-SDNG,9.0,,,,,,,,12.717796,77.823029
PKD,PENU KONDA,SBC,SW,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,CRT,6.2,,BOTH,N,IR,,,N,14.10027333,77.59455167
PRNT,PERIYANAGA THUMAI,SBC,SW,DHARMAPURI,TAMIL NADU,,,CRT,1.8,,,,,,,,12.55962389,77.91107694
RWF,RAIL WHEELS FACTORY SDG,SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,RLY-SDNG,8.9,,BOTH,Y,RAIL,,,N,13.102385,77.592659
SET,SETTIHALLI,SBC,SW,RAMANAGARA,KARNATAKA,06:00,22:00,CRT,5.9,,BOTH,N,IR,ABU,,N,12.64430333,77.142535
SGWF,WHITE FIELD SATELLITE GDS TMNL,SBC,SW,BENGALURU RURAL,KARNATAKA,06:00,22:00,CRT,9.4,,BOTH,Y,IR,,,N,12.99803611,77.73891389
SIGA,SHANTIGRAMA,SBC,SW,HASSAN,KARNATAKA,,,GOODS-SHED,6.7,,BOTH,N,IR,,,N,12.98444,76.20532583
TCS,"TATA IRON AND STEEL CO. SDG, CHANNASANDRA",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,2.2,,BOTH,Y,TISC,,,N,13.011875,77.663255
TDV,THONDE BHAVI,SBC,SW,CHIKKABALLAPURA,KARNATAKA,06:00,22:00,CRT,1.0,,BOTH,N,IR,,,N,13.50414667,77.51467833
WFCS,"FOOD CORPORATION OF INDIA SDG,  WHITE FIELD",SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,PRVT-SDNG,7.8,,MANUAL,Y,FCI,,,N,12.995693,77.761745
YNK,YELAHANKA JN.,SBC,SW,BENGALURU URBAN,KARNATAKA,06:00,22:00,GOODS-SHED,4.9,,BOTH,N,IR,,,N,13.10509333,77.59137667
AYB,ALIYABAD HALT,UBL,SW,VIJAYAPURA,KARNATAKA,06:00,22:00,GOODS-SHED,6.3,,,,,,,,16.877818,75.757856
BAY,BALLARI JN.,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,CRT,1.1,2.0,MANUAL,Y,IR,DAJ,,N,15.145915,76.92366
BDM,BADAMI,UBL,SW,BAGALKOTE,KARNATAKA,06:00,22:00,GOODS-SHED,4.1,3.0,MANUAL,N,IR,DWR,,N,15.95916833,75.67683833
BGK,BAGALKOT,UBL,SW,BAGALKOTE,KARNATAKA,06:00,22:00,CRT,7.9,2.0,MANUAL,Y,IR,DWR,,N,16.178925,75.69956111
BNA,BANNIKOPPA,UBL,SW,KOPPAL,KARNATAKA,06:00,22:00,GOODS-SHED,3.5,1.0,MECHANICAL,N,IR,"DAJ, DWR",,N,15.406625,75.94114
BNHT,BANNIHATTI,UBL,SW,BALLARI,KARNATAKA,,,CRT,2.7,5.0,BOTH,Y,IR,DAJ,,N,15.14434,76.62186
BTPK,"NEW BG BTPS SIDING, SERVED BY KUDATINI",UBL,SW,BALLARI,KARNATAKA,06:00,22:00,PRVT-SDNG,9.6,12.0,BOTH,Y,KPC,BNHT,,,15.21504,76.763449
BYC,BALLARI CANTT.,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,CRT,7.0,2.0,MANUAL,Y,FCI,DAJ,,N,15.15068667,76.89507833
CKR,CHIKODI ROAD,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,GOODS-SHED,2.1,1.0,MANUAL,Y,IR,DWR,,N,16.37193,74.769975
DUR,DESUR,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,CRT,7.5,2.0,MANUAL,N,IR,DWR,,N,15.75296,74.498255
DWR,DHARWAD,UBL,SW,DHARWAD,KARNATAKA,06:00,22:00,GOODS-SHED,1.1,1.0,MANUAL,N,IR,SVM,,N,15.440525,75.00469167
FIH,FOOD CORPN. OF INDIA,UBL,SW,DHARWAD,KARNATAKA,00:00,00:00,PRVT-SDNG,8.0,1.0,BOTH,Y,FCI,,,N,15.350742,75.148544
GDG,GADAG JN.,UBL,SW,GADAG,KARNATAKA,06:00,22:00,GOODS-SHED,5.4,2.0,MANUAL,Y,IR,DWR,,N,15.43691,75.64204667
GGVT,GANGAVATHI,UBL,SW,KOPPAL,KARNATAKA,,,GOODS-SHED,3.9,1.0,MANUAL,N,IR,"DAJ, DWR",,N,15.335677,76.291509
GIN,GINIGERA,UBL,SW,KOPPAL,KARNATAKA,06:00,22:00,GOODS-SHED,2.4,,MANUAL,Y,KIFL,DAJ,,N,15.34788,76.24751833
GNJ,GUNJI,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,GOODS-SHED,1.5,1.0,MANUAL,N,IR,DWR,,N,15.54320667,74.47994833
HPCD,"BHARAT PETROLEUM CORPN. LTD., DESUR",UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,PRVT-SDNG,9.1,2.0,MANUAL,Y,BPCL,DWR,,Y,15.754754,74.49842
JBGD,JABBALGUDDA,UBL,SW,KOPPAL,KARNATAKA,06:00,22:00,CRT,8.2,,,,,,,,15.335677,76.291509
JSWN,"M/S JSW STEEL LIMITED SIDING, NANDIHALLI",UBL,SW,BALLARI,KARNATAKA,00:00,00:00,PRVT-SDNG,6.4,3.0,MECHANICAL,N,JSWT,,,N,15.147032,76.610413
JSWT,"M/S JSW STEEL LIMITED SIDING, TORNAGALLU",UBL,SW,BALLARI,KARNATAKA,00:00,23:59,PRVT-SDNG,5.8,36.0,MECHANICAL,N,JSWT,,,Y,15.17477778,76.64178889
KBL,KOPPAL,UBL,SW,KOPPAL,KARNATAKA,06:00,22:00,CRT,2.1,1.0,MECHANICAL,N,IR,"DAJ, DWR",,N,15.35407,76.144865
KFIG,M/S kIRLOSKAR FERROUS LTD PRIVATE SIDING GINIGERA,UBL,SW,KOPPAL,KARNATAKA,06:00,22:00,PRVT-SDNG,3.6,2.0,BOTH,N,KIFL,,,N,15.348176,76.247563
KGW,KARIGANURU,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,GOODS-SHED,8.4,8.0,MECHANICAL,N,MSP,,,N,15.251665,76.43328167
KJDI,KAJJIDONI,UBL,SW,BAGALKOTE,KARNATAKA,06:00,22:00,GOODS-SHED,4.3,,,,,,,,16.1789031,75.7003483
KM,KALEM,UBL,SW,SOUTH GOA,GOA,06:00,22:00,GOODS-SHED,8.4,,,,,,,,15.2917785,74.18440333
KRKP,KYARKOP,UBL,SW,DHARWAD,KARNATAKA,06:00,22:00,GOODS-SHED,1.7,1.0,BOTH,N,IR,,,N,15.45530367,74.9558635
KSNK,"M/S KUDGI STPP-NTPC SIDING,KUDGI",UBL,SW,VIJAYAPURA,KARNATAKA,,,PRVT-SDNG,4.6,12.0,BOTH,Y,NTPC,,,N,16.496815,75.842673
KTY,KOTTURU,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,GOODS-SHED,2.0,5.0,MANUAL,N,IR,,,N,14.82568333,76.21229167
KUG,KUSUGAL,UBL,SW,DHARWAD,KARNATAKA,06:00,22:00,GOODS-SHED,7.5,,,,,,,,15.37255217,75.228855
LD,LONDA JN.,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,GOODS-SHED,9.0,1.0,BOTH,Y,IR,,,N,15.45160333,74.49812333
MAKU,MSPL AHB SIDING SERVED BY KARIGANURU,UBL,SW,BALLARI,KARNATAKA,,,PRVT-SDNG,5.9,4.0,MECHANICAL,N,IR,,,N,15.251727,76.43343
MBIV,M/S BMM ISPAT LTD. PRIVATE SIDING SERVED BY VYASANAKERE,UBL,SW,BALLARI,KARNATAKA,00:00,00:00,PRVT-SDNG,8.7,3.0,MECHANICAL,N,BMMI,,,N,15.239305,76.36013
MKPG,M/S KALYANI STEEL LIMITED SIDING,UBL,SW,KOPPAL,KARNATAKA,06:00,22:00,PRVT-SDNG,8.0,2.0,BOTH,Y,IR,DAJ,,N,15.348176,76.247563
MRH,MARMAGAO HARBOUR,UBL,SW,SOUTH GOA,GOA,06:00,22:00,PRVT-SDNG,5.5,8.0,BOTH,Y,IR,MRH,,N,15.411009,73.797462
MSPV,M/S SMIORE PLANT SIDING SERVED BY VYASA COLONY RAILWAY STN,UBL,SW,BALLARI,KARNATAKA,,,PRVT-SDNG,5.4,2.0,BOTH,Y,MSP,BNHT,,N,15.0419,76.4982
MUTG,M/S. ULTRATECH CEMENT LTD. SIDING SERVED BY GINIGERA,UBL,SW,KOPPAL,KARNATAKA,,,PRVT-SDNG,6.5,5.0,MANUAL,Y,UCLH,DAJ,,N,15.348176,76.247563
NVU,NAVALUR,UBL,SW,DHARWAD,KARNATAKA,06:00,22:00,CRT,9.1,2.0,MANUAL,Y,IR,,,Y,15.4153735,75.05634383
PFCB,"FOOD CORP. OF INDIA, BELLARY CANTONMENT",UBL,SW,BALLARI,KARNATAKA,00:00,00:00,PRVT-SDNG,5.7,2.0,MANUAL,N,FCI,,,N,15.150636,76.894855
PICN,INDIAN OIL CORP.  NAVALUR,UBL,SW,DHARWAD,KARNATAKA,06:00,22:00,PRVT-SDNG,8.7,2.0,MECHANICAL,Y,IOC,,,Y,15.415788,75.055761
PMAK,"M/S ACC LTD. SIDING, KUDATINI",UBL,SW,BALLARI,KARNATAKA,,,PRVT-SDNG,2.3,2.0,BOTH,Y,ACCL,BNHT,,N,15.21504,76.763449
PMBR,M/S BMM SDNG SERVED BY RANJITHPURA,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,PRVT-SDNG,3.5,3.0,MECHANICAL,N,BMM,,,N,15.055879,76.599255
PSIC,"INDIAN OIL CORP., BIJAPUR",UBL,SW,VIJAYAPURA,KARNATAKA,06:00,22:00,PRVT-SDNG,9.2,2.0,MECHANICAL,Y,INDI,,,Y,16.8305703,75.7395112
RBG,RAYBAG,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,GOODS-SHED,9.2,1.0,MANUAL,N,IR,DWR,,N,16.482965,74.80631333
RMGD,RAMGAD,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,GOODS-SHED,3.1,,BOTH,Y,IR,BNHT,,N,15.117115,76.449235
RNJP,RANAJITPURA,UBL,SW,BALLARI,KARNATAKA,00:00,00:00,GOODS-SHED,7.0,3.0,BOTH,Y,BMM,BNHT,,N,15.05635833,76.60022667
SDMG,"SANDUR MANGANESE AND IRON ORE LTD., YESHWANT NAGAR",UBL,SW,BALLARI,KARNATAKA,00:00,00:00,PRVT-SDNG,7.7,1.0,MECHANICAL,N,SDMG,,,N,15.048088,76.498318
SIKI,SULIKERI,UBL,SW,BAGALKOTE,KARNATAKA,06:00,22:00,GOODS-SHED,3.1,,,,,,,,16.1789031,75.7003483
SLM,SOMALAPURAM,UBL,SW,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.0,1.0,MANUAL,Y,IR,,,N,14.90168833,76.86866167
SMLI,SWAMIHALLI,UBL,SW,BALLARI,KARNATAKA,06:00,22:00,GOODS-SHED,5.7,4.0,MECHANICAL,N,IR,,,N,14.97331,76.589813
SXB,SAMBRE,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,GOODS-SHED,6.7,,,,,,,,15.88427,74.57714667
UBLS,HUBBALLI SHOPS,UBL,SW,DHARWAD,KARNATAKA,06:00,22:00,RLY-SDNG,1.9,2.0,MECHANICAL,N,IR,,,N,15.350742,75.148544
UGR,UGAR KHURD,UBL,SW,BELAGAVI,KARNATAKA,06:00,22:00,CRT,5.9,1.0,MANUAL,N,IR,,,N,16.67033333,74.821125
VSG,VASCO-DA-GAMA,UBL,SW,SOUTH GOA,GOA,06:00,22:00,CRT,5.7,8.0,BOTH,Y,IR,SVM,,N,15.3962575,73.81236083
VYS,VYASANKERI,UBL,SW,BALLARI,KARNATAKA,00:00,00:00,CRT,6.9,4.0,MECHANICAL,N,IR,,,N,15.231285,76.36459167
WCPS,"WEST COAST PAPER MILLS SDG, AMBEWADI",UBL,SW,DHARWAD,KARNATAKA,00:00,00:00,PRVT-SDNG,5.5,2.0,MECHANICAL,N,WCPM,,,N,15.26611,74.61194
WDL,WANDAL,UBL,SW,VIJAYAPURA,KARNATAKA,06:00,22:00,GOODS-SHED,9.6,1.0,BOTH,Y,IR,,,N,16.41634833,75.86437167
YTG,YESHWANT NAGAR,UBL,SW,BALLARI,KARNATAKA,00:00,00:00,GOODS-SHED,9.4,4.0,MECHANICAL,N,IR,,,N,15.03871,76.502965
ZCS,"ZUARI AGRO CHEMICAL LTD , SANKAVAL",UBL,SW,SOUTH GOA,GOA,00:00,00:00,PRVT-SDNG,5.3,2.0,MANUAL,N,ZIL,AADR,,,15.370771,73.867693
ASKN,ASHOK NAGAR,BPL,WC,ASHOKNAGAR,MADHYA PRADESH,06:00,22:00,GOODS-SHED,7.6,1.0,MANUAL,N,IR,NKJ,,N,24.57938617,77.72821983
BAQ,GANJ BASODA,BPL,WC,VIDISHA,MADHYA PRADESH,06:00,22:00,GOODS-SHED,3.3,2.0,MANUAL,N,IR,,,N,23.84559444,77.9449
BET,BARETH,BPL,WC,VIDISHA,MADHYA PRADESH,06:00,22:00,GOODS-SHED,4.1,1.0,MANUAL,N,IR,NKJ,,N,23.91622283,78.00029033
BINA,BINA JN.,BPL,WC,SAGAR,MADHYA PRADESH,06:00,22:00,GOODS-SHED,5.5,2.0,MANUAL,N,IR,NKJ,,N,24.17174767,78.1849175
BNI,BUDNI,BPL,WC,SEHORE,MADHYA PRADESH,06:00,22:00,GOODS-SHED,9.4,,,,,,,,22.786961,77.681294
BPF,BANAPURA,BPL,WC,HOSHANGABAD,MADHYA PRADESH,06:00,22:00,GOODS-SHED,9.6,1.0,MANUAL,N,IR,KLMG,,N,22.47060067,77.481699
BRRG,BIYAVRA RAJGARH,BPL,WC,RAJGARH,MADHYA PRADESH,06:00,22:00,GOODS-SHED,7.5,1.0,MANUAL,N,IR,NKJ,,N,23.93704267,76.90806017
BRSM,BINA REFINERY PLANT SIDING,BPL,WC,SAGAR,MADHYA PRADESH,,,PRVT-SDNG,4.4,2.0,MECHANICAL,N,BPCL,,,N,24.217692,78.193989
CAER,CHHANERA,BPL,WC,EAST NIMAR,MADHYA PRADESH,06:00,22:00,GOODS-SHED,7.7,1.0,MECHANICAL,N,IR,ET,,N,21.96367633,76.7073195
CBK,CHACHAURA BINAGANJ,BPL,WC,RAJGARH,MADHYA PRADESH,06:00,22:00,GOODS-SHED,4.6,1.0,MANUAL,N,IR,NKJ,,N,24.17709433,77.01618183
CCMP,CONCOR SIDING.MANDIDEEP,BPL,WC,RAISEN,MADHYA PRADESH,00:00,23:59,PRVT-SDNG,1.3,1.0,MECHANICAL,N,IR,,,N,23.093747,77.511077
ET,ITARSI JN.,BPL,WC,HOSHANGABAD,MADHYA PRADESH,00:00,23:59,GOODS-SHED,8.2,1.5,MANUAL,N,IR,KMZ,,N,22.60807733,77.767225
FISG,"FOOD CORPORATION OF INDIA SDG, ITARSI",BPL,WC,HOSHANGABAD,MADHYA PRADESH,06:00,22:00,PRVT-SDNG,9.4,4.0,MANUAL,Y,FCI,,,N,22.608068,77.766938
GLG,GULABGANJ,BPL,WC,VIDISHA,MADHYA PRADESH,06:00,22:00,GOODS-SHED,3.9,1.0,MANUAL,N,IR,NKJ,,N,23.68382222,77.912225
GUNA,GUNA JN.,BPL,WC,GUNA,MADHYA PRADESH,00:00,23:59,GOODS-SHED,9.0,2.0,MANUAL,N,IR,NKJ,,N,24.64063658,77.31428669
HD,HARDA,BPL,WC,HARDA,MADHYA PRADESH,06:00,22:00,GOODS-SHED,6.0,2.0,MANUAL,N,IR,KLMG,,N,22.33895,77.10162083
HEGM,HEG SDG.MANDIDEEP,BPL,WC,RAISEN,MADHYA PRADESH,00:00,23:59,PRVT-SDNG,5.5,1.0,MECHANICAL,N,HEG,ET,,N,23.093747,77.511077
HESG,"BHARAT HEAVY ELECTRICAL SDG, NISHATPURA",BPL,WC,BHOPAL,MADHYA PRADESH,06:00,22:00,PRVT-SDNG,3.5,2.0,MANUAL,Y,BHEL,NKJ,,N,23.222259,77.439709
IOCE,"IOC SIDING , JHUJHARPUR",BPL,WC,HOSHANGABAD,MADHYA PRADESH,06:00,18:00,PRVT-SDNG,2.0,1.0,MECHANICAL,N,IOC,,,Y,22.608068,77.766938
JBTS,JAYPEE BINA THERMAL POWER PLANT SIDING,BPL,WC,SAGAR,MADHYA PRADESH,,,PRVT-SDNG,3.1,4.0,MECHANICAL,N,JBTP,NKJ,,N,24.289061,78.177853
KPFP,M/S KESAR MULTIMODAL LOGISTICS LTD,BPL,WC,HOSHANGABAD,MADHYA PRADESH,,,PRVT-SDNG,9.4,2.0,MANUAL,Y,KMLL,,,N,22.673699,77.747583
MBPC,BINA DESPATCH TERMINAL BPCL SIDING,BPL,WC,SAGAR,MADHYA PRADESH,,,PRVT-SDNG,5.9,2.0,MECHANICAL,N,BPCL,-NA-,,Y,24.217692,78.193989
MDDP,MANDI-DIP,BPL,WC,RAISEN,MADHYA PRADESH,06:00,22:00,GOODS-SHED,9.8,1.0,MANUAL,N,IR,,,N,23.0934955,77.51142267
MTA,MATHELA,BPL,WC,EAST NIMAR,MADHYA PRADESH,06:00,22:00,GOODS-SHED,2.1,,,,,,,,21.8784385,76.38892433
NFLG,"NATIONAL FERTILIZES LTD. SDG., VIJAYPUR",BPL,WC,GUNA,MADHYA PRADESH,00:00,00:00,PRVT-SDNG,5.9,9.0,MANUAL,Y,NFL,ZAR,,N,24.469729,77.159815
NSZ,NISHATPURA,BPL,WC,BHOPAL,MADHYA PRADESH,06:00,22:00,GOODS-SHED,2.9,2.0,MANUAL,Y,IR,NKJ,,N,23.28769533,77.4255185
ODG,OBAIDULLAGANJ,BPL,WC,RAISEN,MADHYA PRADESH,06:00,22:00,GOODS-SHED,7.3,1.0,MECHANICAL,N,IR,NKJ,,N,22.99501,77.58732733
PAI,PABAI,BPL,WC,VIDISHA,MADHYA PRADESH,06:00,22:00,GOODS-SHED,8.1,1.0,MANUAL,N,IR,NKJ,,N,23.76755556,77.93187778
PFR,PACHORA ROAD,BPL,WC,RAJGARH,MADHYA PRADESH,06:00,22:00,GOODS-SHED,5.8,2.0,MANUAL,N,IR,NKJ,,N,23.72887033,76.74150483
PMHP,PFT M/S MUSADDILAL HOLDINGS PRIVATE LTD,BPL,WC,ASHOKNAGAR,MADHYA PRADESH,09:00,17:00,PRVT-SDNG,8.8,1.0,MANUAL,Y,MULT,NKJ,,N,24.661058,77.49361
PNHR,PANIHAR,BPL,WC,GWALIOR,MADHYA PRADESH,00:00,23:59,GOODS-SHED,4.1,1.0,MECHANICAL,N,IR,NKJ,,N,26.105108,78.0229395
PSSS,SHRI SINGAJI THERMAL POWER PLANT SIDING,BPL,WC,EAST NIMAR,MADHYA PRADESH,,,PRVT-SDNG,2.9,11.0,MECHANICAL,N,MPPG,-NA-,,Y,22.0528,76.5473
